price,area_m2,bedrooms,bathrooms,vagas,endereco,description
550000,97,3,1,2,"Rua José Napoleão, Meireles","O apartamento no bairro Meireles tem 97 metros quadrados com 3 quartos sendo 3 suítes e 1 banheiro. Fica a alguns minutos de transporte coletivo, padarias, farmácias, museus, unive..."
180000,52,2,2,1,"Prefeito José Walter, Fortaleza","Apartamento privativo no bairro passaré.Fica no quarto andar, proporcionando uma privacidade sem igual. Tem dois quartos e uma suíte, um banheiro social, sala de estar e jantar..."
480000,68,3,2,2,"Rua Tibúrcio Cavalcanti, Meireles","300 metros da Beira Mar68,00m²3 quartos, sendo 2 suítes (1 reversível), sala, varanda, cozinha americana e área de serviço.Salão de festas2 vagas paralelas -"
160000,60,3,1,2,"Sapiranga, Fortaleza","Apartamento com 03 quartos(sendo 02 suítes), salas de estar e jantar, copa, wv. social, área de serviço, varanda, estar íntimo, central de gás, salão de festas, jardim e 02 vagas...."
270000,64,3,2,1,"Avenida Sargento Hermínio Sampaio, Monte Castelo","Excelente condomínio com 3 torres, localizado na bairro Monte Castelo. O apartamento fica no 13º pavimento com acesso por elevador social ou de serviço e possui 64 m² divididos em..."
290000,55,2,1,1,"Avenida Zezé Diogo, Cais do Porto","Beach Village Residence - Praia do FuturoAtravessar a rua, é só isso que o morador do Beach Village terá que fazer para aproveitar o que a Praia do Futuro, um dos mais famosos..."
620000,111,3,4,2,"Rua Antônio Augusto, Aldeota","Cada detalhe do seu dia vai ser mais especial, cada momento vai ser mais brilhante. Sua vida vai ter tudo o que sempre quis, morando no lugar que sempre sonhou. Você vai se surpree..."
220000,63,3,2,1,"Fortaleza, Ceará","Ótimo apartamento na Maraponga com ampla sala, 3 quartos sendo 1 suíte, wc social, cozinha, varanda, 1 vaga.Área de lazer com piscina, salão de festa, churrasqueira e playgroun..."
550000,87,3,3,2,"Avenida dos Expedicionários, Fátima","lindo apto com 87,00m2, prédio com projeto arrojado e sofisticado de engenharia, 3 quartos, sendo 2 suítes, 1 w.c social, espaço para gabinete ou dependência de empregada, ampla va..."
550000,79,3,3,2,"Rua Doutor Francisco Gadelha, Engenheiro Luciano Cavalcante","Apartamento a venda no Luciano Cavalcante 80m², 3 Quartos, 2 Suítes, 2 VagasEd. Santa Sophia – Apartamentos no Luciano Cavalcante[ Ed. Santa Sophia – Apartamentos n..."
369000,111,2,1,2,"Messejana, Fortaleza","Cobertura duplex em perfeito estado, toda planejada, com linda vista.-110,84m²- 2 quartos, sendo 1 suíte- Banheiro social- Móveis projetados- Piso porce..."
505000,86,3,3,2,"Rua Conselheiro Tristão, Fortaleza",[ Apartamento em Fátima ] – Que tal morar na melhor localização do Bairro de Fátima com as melhores vantagens e condições de imóvel super completo e com grandes experiencias em con...
280000,65,3,2,2,"Messejana, Fortaleza","REALIZE O SEU SONHO COM OVILLA FIRENZEResidencial Villa Firenze. Conheça o grande lançamento de 2018! Apartamentos para todos os tipos de família, incluindo a sua!S..."
159422,57,2,2,2,"Mondubim, Fortaleza","São 40 apartamentos construídos, numa área total de 4.000 m .28 aptos, 02 Quartos sendo 02 Suítes, 01 Vaga de garagem12 aptos, 03 Quartos sendo 02 Suítes, 02 Vagas de garag..."
460000,84,3,3,2,"Rua Padre Guerra, Fortaleza","Venha morar no melhor da Parquelândia próximo de tudo que você precisa para viver bem no melhor de Fortaleza, além de grandes vantagens e condições especiais para você comprar seu..."
650000,99,3,4,2,"Rua Professor Francisco Gonçalves, Cocó","OPORTUNIDADE: Apartamento GREENLIFE II , 99m2, projetado, andar alto, 2 vagas livres, lazer completoPronto para morar e financiar.Lindo apartamento no condomínio Green Life..."
680000,92,3,3,2,"Rua Henriqueta Galeno, Fortaleza","CÓDIGO: (EXR) TR46064APARTAMENTO NO DIONISIO TORRESUma grande oportunidade para você morar na melhor localização da Aldeota, além das melhores vantagens e condições..."
140000,69,3,1,1,"Rua Júlio César, Damas",- Supermercado Nidobox- 3° Andar -
210000,64,3,2,1,"Avenida João Pessoa, Damas","Apto mobiliado completo, com 3 quartos, sendo 1 suíte, 2 banheiros, sala principal com espaços múltiplos (estar, jantar e bar), varanda, cozinha e ar condicionado instalado em todo..."
788810,76,3,2,2,"Avenida Comodoro Estácio Brigido, Engenheiro Luciano Cavalcante","Um lugar para você viver suas maiores conquistas. Projetado com uma moderna e sofisticada arquitetura, o Parc Victória é o lugar perfeito para concretização dos momentos mais feliz..."
410000,69,3,1,2,"Rua Ricardo Castro Macedo, Patriolino Ribeiro","EMPREENDIMENTO COM HABITE-SE3 quartos, (2 suítes, sendo 1 reversível);Sala de estar / jantar;Cozinha / Área de serviço, com WC de serviço;2 vagas de garagem;"
397000,61 - 75,2 - 3,2,2,"Avenida Engenheiro Luiz Vieira, Vicente Pinzon",More ao lado da praia e do Shopping RioMar. O Talassa Dunas Residence está localizado em um ponto ideal para quem quer morar bem no bairro Dunas – Fortaleza. Próximo à via mais imp...
687000,98,4,3,2,"Rua José Vilar, Aldeota","*Apartamento novo.-98m².-4 dormitórios, sendo 3 suítes(1 reversível), sala, varanda, wc social, cozinha, despensa e área de serviço.-Piso em cerâmica, varandão,-2 v..."
750000,170,3,5,4,"Rua Ramos Botelho, Papicu","Apartamento amplo, próximo de supermercados, principais shoppings da cidade, farmácias, escolas e universidades. 3 vistas sendo 02 para o mar, edifício prédio recém modernizado e c..."
199000,343,3,2,4,"Rua Morada Nova, Jangurussu","Casa Duplex em Messejana com uma área privativa de 343,20m²;, sendo 90m²; de área construída.- sala- 3 quartos (1 suíte)- cozinha- banheiroLocalizada próximo ao Campo do Curitiba,..."
349000,75,3,2,2,"Avenida das Adenanteras, Cidade 2000",(JR) TR41092 MONTBLANC RESIDENCE ( Apartamentos de 73m² a 75m² com 2 Vagas e lazer Completo.Montblanc Residence – Apartamentos no Cocó : Venha morar no melhor do Co...
345000,73,3,2,2,"Avenida das Adenanteras, Cidade 2000","Apartamento em promoção no Cocó, 73m², 3 quartos, 2 vagas, com lazer, Próximo ao RioMar.Venha morar no melhor do Cocó de Fortaleza com as melhores vantagens e condições sup..."
644898,76,3,3,2,"Rua Antônio Augusto, Meireles","[ Piazza Coliseu ]: Venha morar no melhor da Praia de Iracema com as melhores vantagens e condições super especiais para você e sua família, além de grandes experiencias em confort..."
435000,72,2,3,2,"Rua Armando Dall'olio, Fortaleza",Um empreendimento super completo pronto para te proporcionar as melhores experiencias em conforto e segurança para você e sua família. Consulte nossos especialistas e AGENDE JÁ SUA...
480000,89,3,2,2,"Rua Leão Veloso, Parque Iracema","Apartamento no Cambeba, 89m², 3 Quartos, 2 Banheiros, 2 Vagas, Varanda GourmetFOTOS DO APARTAMENTO DECORADOEstação das Flores Residence – Apartamentos no Cambeba"
249871,50,2,2,1,"Rua Vereador Pedro Paulo, Fortaleza","O apartamento está localizado no bairro Parque Manibura possui 50 metros quadrados com 2 quartos sendo 1 suite e 2 banheirosPossui salão para festas e eventos, parquinho infant..."
330000,62,2,2,2,"Rua do Anjo Branco, Fortaleza","[ apartamento a venda no Cambeba ] – Venha morar no melhor do Cambeba com as melhores vantagens e condições especiais para você, além de grandes experiencias em conforto e seguranç..."
509000,98,3,4,2,"Avenida Aguanambi, José Bonifácio","(LL) TR29847[ João Nunes Condominium Premier ] – Venha morar no melhor do Bairro de Fátima com as melhores vantagens e condições especiais para você, além de grandes experi..."
770000,93,3,4,2,"Aldeota, Fortaleza",
599000,115,3,4,2,"Rua Silva Paulet, Aldeota",TRIUNFO IMÓVEIS - FORTALEZASomos correspondentes de todos os ukll mc.Aprovamos seu crédito em até 48h.Menor taxa do mercado.= = = = = = = = = = = = = = = =...
550000,113,3,3,2,"Rua José Nogueira Freire, Parque Iracema","Com 113 m² de área- 03 Suítes- Sala de Estar e Jantar- Varanda- Cozinha - 02 Vagas de garagemCondomínio com área de lazer completa:Piscina com Deck,..."
430000,74,3,2,2,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante",(LL) TR20432Galileia Residencial – Apartamento no Luciano Cavalcante Que tal morar no melhor e novo conceito do Luciano Cavalcante proporcionando ao seu morador...
250000,100,3,3,1,"Rua Raimundo Oliveira Filho, Papicu","Amplo apartamento de 100m² dispondo de Sala, Varanda, 3 dormitórios (sendo uma suíte), Wc Social, Cozinha, Área de Serviço e DCE.Área comum com Playground e Churrasqueira.<..."
520000,96,3,3,2,"Rua Luís André, Papicu","O apartamento no bairro Papicu tem 96 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros. A apenas alguns instantes de escolas, restaurantes, hospitais, padarias, farmácia..."
599000,75,3,2,2,"Rua Padre Valdevino, Joaquim Tavora","Apartamento na Aldeota com 75 ou 95m², com 3 quartos, 2 vagas. Lazer completo.Venha morar no melhor da Aldeota com as melhores vantagens e condições especiais para você, al..."
390000,70,3,2,2,"Rua General Silva Júnior, Fátima","CÓDIGO: (EXR) TR56033JARDINS DE FÁTIMAQue tal morar no melhor do Bairro de Fátima, com com as melhores vantagens e condições para você, conheça o Jardim de Fátima,..."
1100000,161,4,5,3,"Guararapes, Fortaleza","localizado em uma das regiões mais nobres de fortaleza e com maior valorização, perto de tudo que precisamos para uma moradia tranquila com qualidade, shoppings centers, supermerca..."
122000,46,2,1,1,"Avenida Bernardo Manuel, Parque Dois Irmãos",??QUANTO VOCÊ PAGA DE ALUGUEL? 500 | 600 | 700 ... ???? ?? ??PROGRAMA MINHA CASA MINHA VIDA ?NÃO É SORTEIO ??PRESTAÇÕES MENORES QUE ALUGUEL COM SUBSIDIO A PARTIR R$ 31.200 ??BASTA...
1065266,116 - 163,3 - 4,3 - 4,3,"Rua Bento Albuquerque, Manoel Dias Branco","Localizado no bairro Dunas, a 4 minutos do Shopping e a 4 minutos da Praia. O Condomínio Living Resort Residencial é um empreendimento marcado pela beleza e grandiosidade, ideal pa..."
735000,91,3,2,2,"Avenida Washington Soares, Edson Queiroz","Localizado no coração da Washington Soares, o SOHO traz o perfeito encontro entre o clássico e o moderno para a sua família. Feito para quem deseja qualidade de vida, o empreendime..."
Sob consulta,58,3,2,2,"Rua dos Sabiás, Passaré","RESIDENCIAL MIRANTES DO PASSARÉÚLTIMAS UNIDADES. PRONTO PARA MORAR!APARTAMENTOS com 58m² de área privativa.03 quartos sendo 01 suíte, wc. Social, varanda, 02 va..."
245000,50,2,2,1,"Rua Vereador Pedro Paulo, Fortaleza","[ Apartamento no Luciano Cavalcante com 02 quartos ] – Venha morar no melhor do Luciano Cavalcante com as melhores vantagens e condições especiais para você, além de grandes experi..."
420000,116,3,4,2,"Salinas, Fortaleza","Empreendimento: Ed. JARDINS DE FRIBURBO Varanda, Sala, 03 Suite ( 01 Reversível) , Cozinha, Escritório, Área De Serviço, 02 Vagas. ? Ampla Área De Lazer Com: Piscina, Deck, Churras..."
230000,89,3,2,2,"Parangaba, Fortaleza","Apartamento com 88,66 de área construída, 3 quartos sendo 1 suíte, WC social, ampla sala, área de serviço, cozinha tradicional, varanda, 2 vagas de garagem. -"
495000,68,3,2,2,"Rua Senador Pompeu, Benfica","O Praça da Luz fica no Bairro de Fátima, um bairro nobre, desejado e de fácil acesso. O Novo empreendimento da Diagonal vai iluminar sua vida com lazer de clube, conforto, seguranç..."
450000,169,3,3,2,"Avenida Engenheiro Santana Júnior, Papicu","Vendo!Ótimo apartamento próximo na av. Engenheiro Santana Jr, à uma quadra da av. Santos Dumont. Papicu, com 02 suítes, varanda, 02 vagas de garagem. Área de lazer com piscina,..."
280000,65,2,3,1,"Rua José Carlos Gurgel Nogueira, Papicu","APTO 65m2 no Papicu-2 Quartos, sendo uma suite-3 banheiros-nascente-muito ventilado-todo projetado-uma vaga-dois elevadores-na avenida Alberto Sá"
410000,70,2,2,2,"Rua Mauro Freire, Cidade dos Funcionários","Lindo apartamento, no Parque del Sol, todo projetado, com requinte e bom gosto. 70m²; 2 suítes, sendo a suíte master com closet; projeto de iluminação; ar condicionado nos quartos..."
455000,82,3,3,2,"Rua Gontran Giffoni, Patriolino Ribeiro","Summer Park Residence – Apartamento com 82m², 3 suítes, 2 vagas, Lazer Completo. Apartamento novo. Quer morar no melhor do Guararapes e desfrutar das melhores opções de con..."
550000,78,3,3,2,"Avenida Santos Dumont, Manoel Dias Branco","CONHEÇAO Alta Vista Condominium Dunas é um verdadeiro Resort Urbano!Construído sob um terreno de quase 10.000 metros quadrados, ele oferece uma imensidão de itens de la..."
500000,105,3,3,2,"Rua Dois, Fortaleza",Venha morar no Parque Del Sol com vantagens e condições especiais para você garantir seu apartamento. Consulte nossos especialistas e saiba mais !O APARTAMENTOÁrea Priv...
230000,170,3,2,2,"Aerolândia, Fortaleza","Apartamento tipo cobertura com 170 m² de área construída, com amplo terraço privativo, ampla sala para 2 ambientes, 3 quartos, sendo 1 suíte, banheiro social, cozinha convencional...."
550000,74,3,3,2,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante","O apartamento está localizado no bairro Engenheiro Luciano Cavalcante tem 74 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros. A alguns minutos de transporte coletivo, h..."
480000,100,4,4,2,"Rua Paurilo Barroso, Fortaleza","O apartamento está localizado no bairro Jardim Cearense tem 100 metros quadrados com 4 quartos sendo 3 suites e 4 banheirosPossui área de recreação infantil, salão para festas..."
190000,66,3,2,1,"Avenida Desembargador Gonzaga, Cidade dos Funcionários","Excelente Apartamento na Cidade Dos FuncionáriosApartamento Térreo!!!com ótima Localização e área construída de 66,40 m²com 03 dormitórios, 04 Por Andar ,07 Blocos ,Rua..."
699000,98,3,4,2,"Rua Caio Cid, Engenheiro Luciano Cavalcante","O Renata Condomínio Parque foi pensado para ser um grande diferencial na região. Sendo o único do entorno com apartamentos de 98m² e 118m² com 3 Suítes cada, o empreendimento també..."
280000,122,3,4,3,"Rua Juvenal de Carvalho, Fátima","Excelente apartamento próximo à Igreja de Fátima, com 122 m² de área privativa, 3 quartos, sendo 2 suítes e 3 vagas na garagem. O melhor custo-benefício do Bairro de Fátima, o bair..."
155000,51,2,2,1,"Mondubim, Fortaleza","Apartamento com 2 dormitórios à venda, 51 m² por R$ 155.000 - Mondubim - Fortaleza/CEProjeto inovador na Região do Mondubim, composto por 2 quartos, varanda, suíte, wc, coz..."
349000,84,3,3,2,"Rua Doutor Manuel Teófilo, Maraponga",Excelente Localização perto de tudo:- Maraponga Mart Modas- Terminal da Parangaba- Lagoa da Parangaba- UECECaracterísticas do Imóvel:Apartamento Novo com 83...
480000,149,4,4,2,"Rua Monsenhor Bruno, Aldeota",Apartamento 149m² a Venda Lolização perfeita para você que gosta de praticidade !Apartamento no Joaquim Távora com 03 Quartos [ Apartamento no Joaquim Távora com 03 Qua...
675743,86,3,3,2,"Rua Monsenhor Bruno, Meireles","O apartamento no bairro Meireles possui 86 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros. Fica a apenas alguns instantes de transporte coletivo, restaurantes, univers..."
550000,126,4,4,2,"Rua Monsenhor Catão, Aldeota","No Bairro Aldeota. Próximo de tudo. A 2 minutos do Parque do Coco, a 5 minutos do Shopping Iguatemi.* Apartamento com moveis projetados* Infraestrutura para instalação de a..."
693857,80 - 105,3,1 - 3,2,"Cambeba, Fortaleza","Perto de tudo que você precisa, localizado no bairro Cambeba o empreendimento possui 3 quartos (1, 2 ou 3 suítes), 2 vagas e lazer completo. Experimente ser feliz nos apartamentos..."
146000,56 - 130,2 - 3,1,1,"Rua Santa Rita do Alagadiço, JOSE DE ALENCAR","MONTE HOREBE , 56 - 130m², 2 ou 3 quartosSua oportunidade de morar bem e pagando pouco. Conheça o Monte Horebe, mais um empreendimento com a marca da qualidade JVS...."
Sob consulta,43,2,1,1 - 2,"Rua 08H, Prefeito José Walter",Apartamento a Venda |José Walter | Vilage Pablo Picasso | 2 Suítes | Até 2 VagasApartamentos: 235 | Torres: 03Pavimentos: 5 (Sendo Térreo 4 Pavimentos tipo)...
349000,84,3,3,2,"Rua Doutor Manuel Teófilo, Maraponga",Excelente Localização perto de tudo:- Maraponga Mart Modas- Terminal da Parangaba- Lagoa da Parangaba- UECECaracterísticas do Imóvel:Apartamento Novo com 83...
340000,138,3,,2,"Rua Joaquim Lima, Papicu",URGENTE! VIAGEM! BAIXOU PRA VENDER. METRO QUADRADO MAIS BARATO DA CIDADE. PREÇO E NEGOCIAÇÃO FACILITADOS. FINANCIAMENTO LIBERADO. ANALISAMOS PROPOSTAS FINANCEIRAS DIFERENCIADAS. Ap...
480000,149,4,4,2,"Rua Monsenhor Bruno, Aldeota",Apartamento 149m² a Venda Lolização perfeita para você que gosta de praticidade !Apartamento no Joaquim Távora com 03 Quartos [ Apartamento no Joaquim Távora com 03 Qua...
675743,86,3,3,2,"Rua Monsenhor Bruno, Meireles","O apartamento no bairro Meireles possui 86 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros. Fica a apenas alguns instantes de transporte coletivo, restaurantes, univers..."
